Track Name,Tempo Mean,Chroma Mean,Chroma Std,RMS Mean,RMS Std,Mel Spectrogram Mean,Mel Spectrogram Std,Zero Crossing Rate Mean,Zero Crossing Rate Std,Spectral Centroid Mean,Spectral Centroid Std,Spectral Bandwidth Mean,Spectral Bandwidth Std,Spectral Contrast Mean,Spectral Contrast Std,Spectral Flatness Mean,Spectral Flatness Std,Spectral Rolloff Mean,Spectral Rolloff Std,Genre
Okyanus-Şebnem Ferah,143.5546875,0.3868643,0.2936061,0.31371197,0.047926776,17.886566,73.30912,0.1729259490966797,0.05645693440391853,3062.1664213033623,549.8057237235205,2633.0864822226426,280.1154145768156,21.815773641299455,11.604877750832312,0.04233967,0.029609203,6006.1066246032715,1088.8601945524747,Rock
Kalbim-Şebnem Ferah,89.10290948275862,0.30183017,0.30350935,0.19448641,0.064379826,8.871821,56.30656,0.13224372863769532,0.056667995775075176,2876.044214585484,684.612836136503,2860.078921988566,357.29711176175744,23.57243479504912,11.107532711370329,0.027846629,0.02713716,6424.54891204834,1446.6988312611104,Rock
Başka Bir Yol Var-Şebnem Ferah,129.19921875,0.40333122,0.2822594,0.26624912,0.034705136,16.129972,69.37059,0.08636741638183594,0.03900638534172266,2113.1053176806713,618.9062818523264,2375.9030169215025,400.7712164201239,22.527739913076992,12.427945839160708,0.013460314,0.016037926,4638.899631500244,1375.0919775317857,Rock
Değirmenler-Şebnem Ferah,103.359375,0.37011167,0.29209593,0.11432757,0.049441077,3.3769517,27.004498,0.091082763671875,0.053123550184886535,2183.5493495396286,777.9894123138516,2448.5411411365358,443.5832211453896,24.460912655149848,12.96269965340013,0.009817758,0.013942352,4850.682048797607,1591.2262993986003,Rock
Sana Bilmediğin Bir şey Söyleyemem-Şebnem Ferah,172.265625,0.36474076,0.28319994,0.33318615,0.048480663,21.800877,77.00431,0.14472503662109376,0.04280575351807128,2745.604994810513,512.6457976902998,2569.941105555404,323.59666767546014,22.497141632742274,11.423975825783874,0.031728614,0.024751762,5511.271934509277,1172.4879518486227,Rock
Artık Kısa Cümleler Kuruyorum-Şebnem Ferah,95.703125,0.28186888,0.30015773,0.20341663,0.073240325,7.726808,44.71615,0.16689453125,0.08230743327582542,2997.4175249351147,849.3978837263477,2676.409107756512,301.76947506733666,26.164560153844707,11.341934428481741,0.02050805,0.02713327,6005.6524085998535,1491.8654640185714,Rock
Aşk-Şebnem Ferah,161.4990234375,0.3422557,0.29827204,0.19568875,0.04353534,7.5651717,34.72537,0.19131889343261718,0.06043399938191911,3492.7009270581766,622.683222815413,3070.452108997749,276.4156074084777,23.062257280217416,11.379100016951623,0.046886086,0.028926674,7455.308017730713,985.6906095292117,Rock
Anatolia (feat. Sebnem Ferah)-Pentagram,107.666015625,0.3764226,0.28567952,0.25570607,0.06478098,14.90523,86.53852,0.09985542297363281,0.0458448258860514,2107.5865842120074,539.3358375392639,2391.0405695394907,314.27779972287226,24.762430806818884,11.830536237192462,0.00823102,0.010892174,4403.649387359619,1115.361952616931,Rock
Kıramazsın-Şebnem Ferah,143.5546875,0.26498362,0.30186984,0.16056828,0.05254907,6.1949034,38.632236,0.09641342163085938,0.07055454894120126,2448.4929926477644,1014.0333066072982,2598.8185059784328,516.3600131206829,26.551623672415282,10.682823125664601,0.0111121135,0.018447878,5407.786388397217,1973.2465136600583,Rock
Ay-Şebnem Ferah,151.99908088235293,0.36829513,0.28604704,0.2134778,0.03748907,9.5487995,42.02988,0.131610107421875,0.050133996836860026,2673.8248644629293,589.9924988015814,2682.35939612362,338.58142079188804,23.258426126583878,12.359631553159296,0.023611292,0.01992838,5667.404479980469,1386.8702126023718,Rock
Perdeler-Şebnem Ferah,89.10290948275862,0.33637756,0.29147524,0.2263774,0.03948386,10.178722,42.623497,0.17909812927246094,0.061187952872464896,3404.7846693840343,522.2078602329818,2952.453862075495,203.36820368581863,23.273546393356522,12.097442128210444,0.044736594,0.034693457,7278.323593139648,743.836251523896,Rock
Ünzile-Şebnem Ferah,107.666015625,0.26798776,0.28460196,0.16563864,0.031547826,6.316457,26.266623,0.09661903381347656,0.02140740238875849,1994.2749173598258,295.4199519671513,2251.7380589858403,308.2293781031603,26.459899039845077,12.356643822458311,0.005112956,0.0064753247,4326.592483520508,713.0577891024675,Rock
Gitme-Dolu Kadehi Ters Tut,117.45383522727273,0.39218646,0.2914633,0.25462237,0.06882181,16.03294,78.366,0.05686454772949219,0.028376870753349517,1406.9655188291576,616.257013771118,1816.150297447211,475.8236498625988,23.57535679476106,11.500124053435854,0.0031972663,0.0066374675,2922.619228363037,1442.1948788433283,Rock
Hiç İyi Değilim-Dolu Kadehi Ters Tut,78.30255681818181,0.45964718,0.27336246,0.2704726,0.04795327,15.020857,76.49692,0.13288841247558594,0.04421163615832031,2654.1139521996506,517.7159129223802,2468.3600183595127,275.37627463267427,23.01004054017529,11.847400588980062,0.025879925,0.022158654,5413.312683105469,1069.236824798315,Rock
Yapma N'olursun-Dolu Kadehi Ters Tut,99.38401442307692,0.32023802,0.29471654,0.23110986,0.056611896,13.288442,71.03043,0.048274993896484375,0.020910253579581994,1411.6505537561798,567.9670329722873,1920.2305075621584,497.5630208150833,24.68749432065999,11.381594709059302,0.0028572027,0.0051607774,3189.66459274292,1421.6309446165017,Rock
Olabilirdik-Dolu Kadehi Ters Tut,143.5546875,0.37887266,0.28364125,0.30364072,0.038374323,19.923656,76.59809,0.10632133483886719,0.02081096776050992,2198.6657470346026,343.8559377206804,2312.0395600543084,237.5406561914962,22.284798540479766,12.192185339215472,0.016913455,0.013123352,4622.505798339844,802.9693328846747,Rock
Madem-Dolu Kadehi Ters Tut,95.703125,0.38406268,0.29457042,0.2226973,0.087077014,12.141375,64.93571,0.11887893676757813,0.05786397476722415,2276.317863611538,713.2279052536329,2166.0722791347252,425.3474683456456,22.958318558495034,12.320589094266781,0.01836158,0.027407615,4459.366550445557,1348.1766904108904,Rock
Kaçar Gider-Dolu Kadehi Ters Tut,129.19921875,0.33125582,0.29419515,0.15383181,0.050216697,5.995104,37.125202,0.06423072814941407,0.048521738983452495,1692.5318810329475,824.6009286741323,2055.343046221164,555.7890937996683,24.499420895559037,10.472757833792416,0.008666201,0.018129703,3573.090190887451,1816.2735661921083,Rock
Gelme Aklıma-Dolu Kadehi Ters Tut,92.28515625,0.41193575,0.27884418,0.2782525,0.04280961,17.030653,67.830505,0.10813484191894532,0.04665488371787347,2431.4338976489767,645.5717198261857,2531.2860563392037,297.5334015673269,22.44388983063262,12.199103040312615,0.0211377,0.02058673,5220.077419281006,1163.7229984872738,Rock
Aldattın Mı-Dolu Kadehi Ters Tut,95.703125,0.3664719,0.30473745,0.16329713,0.050674684,6.512263,39.50985,0.0869659423828125,0.05756513790406316,2209.722251465671,867.4972330404339,2432.5936035222107,523.3366422543963,24.190413300473192,10.916690929060675,0.014330821,0.023581924,4735.252304077148,1935.3627391229436,Rock
Yalan-Dolu Kadehi Ters Tut,99.38401442307692,0.37708086,0.3022489,0.23890436,0.0836947,14.68703,100.556854,0.071734619140625,0.054785834527534286,1930.638692339729,785.1004864533587,2247.0224255763433,445.48769975510294,23.05674185336183,11.709306380996681,0.009390125,0.018608622,4149.355716705322,1493.8336819647784,Rock
Neyin Nesi-Dolu Kadehi Ters Tut,103.359375,0.43557402,0.2848067,0.1591744,0.050986767,5.7295847,40.521515,0.1372509002685547,0.05952908804234413,2679.9162458387177,698.9137256937421,2508.7079113519694,382.2121676620426,21.828052576363948,10.955855046796705,0.03661288,0.03850294,5431.977596282959,1398.1922792612352,Rock
Ol Bana Razı-Dolu Kadehi Ters Tut,112.34714673913044,0.40938723,0.28524223,0.28027028,0.061607435,18.707516,83.85921,0.07113075256347656,0.03588480623464049,2013.5946376240845,657.2408415077821,2381.900474459665,432.8409791952031,22.34114864910152,12.168825689846226,0.012244852,0.015855191,4521.308155059814,1576.5834131513413,Rock
Nasıl Kalalım Ayrı-Dolu Kadehi Ters Tut,129.19921875,0.29535782,0.30003223,0.18299583,0.075667284,8.989067,52.64302,0.06392974853515625,0.037899621376019654,1793.7562523740344,715.5411781741574,2246.368385534528,516.8077643069197,25.410725551372405,10.81732221407777,0.00591819,0.012358658,3815.3303146362305,1789.1391091438068,Rock
Karanlık-Dolu Kadehi Ters Tut,123.046875,0.37430826,0.28513715,0.29092523,0.05942908,20.362663,96.81483,0.05822296142578125,0.03260457225359781,1698.5467151042444,791.1485776157616,2157.907399483647,560.6344125799766,22.130532963109594,11.54571995312691,0.0065542385,0.011028902,3652.964916229248,1895.822202032572,Rock
Aldattım-Dolu Kadehi Ters Tut,99.38401442307692,0.34452534,0.30448034,0.12957269,0.052130483,4.2676253,28.60746,0.12302932739257813,0.0742021446058774,2630.93764425857,797.0619961371127,2604.773767671549,366.2224618005637,22.48208077083437,11.472255513033378,0.027272454,0.033333663,5594.427108764648,1421.2438710374342,Rock
Yarısı Yok-Dolu Kadehi Ters Tut,99.38401442307692,0.4174777,0.28341672,0.24764319,0.06488766,13.749791,63.499928,0.12098312377929688,0.0659561615916722,2433.9700383984064,836.1658365938454,2419.122870211151,518.632744389191,22.0329801765489,12.820477261218663,0.029500227,0.033112165,5163.056488037109,1663.8850481094698,Rock
Belki-Dolu Kadehi Ters Tut,151.99908088235293,0.29653797,0.31199548,0.16009495,0.05732592,6.66642,42.640182,0.061374664306640625,0.044576564060931315,1940.6443777758013,899.5139958384035,2406.585065654245,541.6963671385499,25.76577000388998,12.129064005567718,0.006217311,0.012215843,4382.24235534668,2046.5721161387319,Rock
#24-Dolu Kadehi Ters Tut,172.265625,0.37621966,0.30145684,0.29028755,0.09435267,21.205523,112.077484,0.062058639526367185,0.033247058022070744,1764.5851719438688,679.6302066848301,2188.2130219694723,523.4472286443877,22.84164971648324,10.951280702610292,0.0067716404,0.009430981,3856.058349609375,1677.052891314212,Rock
Islansın-Dolu Kadehi Ters Tut,95.703125,0.45685342,0.27433014,0.16413876,0.043463994,6.378602,46.910313,0.10152397155761719,0.0378743604538485,2355.7901569911837,466.86200870063954,2425.5181187408934,319.4756949606444,21.28995154056143,11.195612782335267,0.02194808,0.024771024,5224.241065979004,869.2060913425539,Rock
